State Id,OfficeName,"Service
Code","Service
Title","Actual
Start
Date","Actual
End
Date","Completion
Status","Service
Provider
Name","Course
Name","Credential
Type 1","Credential
Date 1","Exit
Reason","Exit
Date",Q0 -Wages at Exit,"Employment
Start
Date",EmpName,EmpCity,EmpStateCD,JobTitle,HoursPerWeek,"Placement
Hour
Wage","Medical
Benefits","Other
Benefits","Train
Related
Emp","Non
Traditional
Emp","NAICS
Code",QTR1A Exit,QTR2A Exit,QTR3A Exit
32093,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/5/2019,5/24/2019,Unsuccessful Completion - Failed to Report,GRID Alternatives Mid-Atlantic,Solar Works,,,,,,                              ,,,,,,,,,,,,,,
510585,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/11/2019,7/12/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/12/2019,,,,                              ,,,,,,,,,,,,,,
81297,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/20/2019,6/21/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/21/2019,,,,                              ,,,,,,,,,,,,,,
71769,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/28/2019,8/28/2019,Successful Completion,DC Department of Fire & Emergency Services,First Aid/CPR/AED Training,5,7/12/2019,,,,                              ,,,,,,,,,,,,,,
64109,DC Infrastructure Academy,313,Enrolled In State And Local Training,2/28/2019,3/1/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/1/2019,,,,                              ,,,,,,,,,,,,,,
478580,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/7/2019,3/8/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/8/2019,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
102790,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/30/2019,5/31/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,5/31/2019,Successful Completion Employed,9/25/2019,,9/25/2019,The Calpro Group Inc,Washington,DC,Event Staff,40,15,0,0,9,0,541611,,,
510846,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/11/2019,7/12/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/12/2019,Successful Completion Employed,2/17/2019,,2/17/2019,Little Fish,Waldorf,MD,Food Service Worker,40,11,1,1,9,0,722511,,,
77914,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/1/2019,8/2/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,3/8/2019,Unknown Status,6/19/2020,,                              ,,,,,,,,,,,,,,
449714,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/13/2019,6/14/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,6/14/2019,Successful Completion Employed,9/18/2019,,4/30/2019,Shake Shack Inc,New York,NY,Team Member,32,14.35,0,0,9,0,,,,
4831,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/28/2019,3/29/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/29/2019,Successful Completion Employed,3/2/2020,,8/18/2019,Express Employment Professionals,,,ASSOCIATE,40,11,1,1,9,0,,,,
114206,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/11/2019,7/12/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/12/2019,Unknown Status,6/19/2020,,                              ,,,,,,,,,,,,,,
421756,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),7/1/2019,10/11/2019,Successful Completion,Toni Thomas Associates,Commercial Driver's License Class B,4,8/30/2019,Unknown Status,4/18/2020,,                              ,,,,,,,,,,,,,,
198713,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/11/2019,7/12/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/12/2019,Successful Completion Employed,8/4/2019,,8/4/2019,Express Employment Pro,Bethesda,MD,Asspciate,40,13.25,1,1,9,0,561311,,,
347139,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/24/2019,10/21/2019,Unsuccessful Completion - Failed to Report,GRID Alternatives Mid-Atlantic,Solar Works,5,8/28/2019,,,,                              ,,,,,,,,,,,,,,
84601,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/5/2019,9/6/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,6/21/2019,,,,                              ,,,,,,,,,,,,,,
137180,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/3/2019,9/4/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,9/4/2019,Successful Completion Employed,11/12/2019,,11/12/2019,BJ'S Wholesale Club,Capitol Heights,MD,Stock Clerk,40,13.75,1,1,9,0,452311,,,
271654,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),7/15/2019,9/27/2019,Successful Completion,CC Prep - MLK,Help Desk IT Training,4,9/10/2019,Successful Completion Employed,11/14/2019,,11/14/2019,"Human Touch, LLC",Mc Lean,VA,Tier Il Deskside Support Techn,40,23,1,1,9,0,,,,
43376,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/24/2021,NA,,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,2/12/2021,,,,                              ,,,,,,,,,,,,,,
471200,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/5/2019,5/24/2019,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,5/24/2019,Successful Completion Employed,8/1/2019,,7/8/2019,Single Metal Work,Washington,DC,Sheet Metal Apprentice,40,18.31,0,0,9,0,,,,
43376,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/14/2021,NA,,University of the District of Columbia (UDC),Quick Path to Energy,5,2/12/2021,,,,                              ,,,,,,,,,,,,,,
418830,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),7/15/2019,9/27/2019,Unsuccessful Completion - Failed to Report,Opportunities Industrialization Center of Washington-OIC/DC,CompTIA A+,,,,,,                              ,,,,,,,,,,,,,,
508846,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/6/2019,6/7/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/7/2019,Successful Completion Employed,6/18/2019,,6/18/2019,Flagger Force,Glen Burnie,MD,Flagger,40,13.5,0,0,9,0,237310,,,
125453,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/5/2019,6/5/2019,Successful Completion,DC Department of Fire & Emergency Services,First Aid/CPR/AED Training,6,6/5/2019,Successful Completion Employed,2/10/2020,,2/10/2020,22nd Century Technology,Mc Lean,VA,PC Systems Specialist,40,22.91,1,1,9,0,541612,,,
463327,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/29/2021,NA,,GRID Alternatives Mid-Atlantic,Solar Works,,,,,,                              ,,,,,,,,,,,,,,
175942,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),4/23/2019,9/16/2019,Unsuccessful Completion - Failed to Report,Excel Automotive Institute,Automotive Foundations,,,Successful Completion Employed,10/18/2018,,10/18/2018,Southwest Distribution,Washington,DC,delivery driver,40,15,0,0,9,0,541870,,,
151224,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/23/2019,7/24/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/24/2019,,,,                              ,,,,,,,,,,,,,,
321195,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/6/2019,6/7/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/7/2019,,,,                              ,,,,,,,,,,,,,,
135012,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/6/2019,7/26/2019,Successful Completion,Opportunities Industrialization Center of Washington-OIC/DC,CompTIA A+,6,7/13/2019,,,,                              ,,,,,,,,,,,,,,
260722,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/13/2019,6/14/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,6/7/2019,,,,                              ,,,,,,,,,,,,,,
114108,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/5/2019,6/5/2019,Successful Completion,DC Department of Fire & Emergency Services,First Aid/CPR/AED Training,6,6/5/2019,,,,                              ,,,,,,,,,,,,,,
511581,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/5/2019,9/6/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,7/24/2019,Successful Completion Employed,12/6/2019,,12/6/2019,UPS,,,Seasonal Helper,40,13.25,1,1,9,0,,,,
181328,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/3/2019,9/4/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,8/28/2019,Successful Completion Employed,3/9/2020,,11/25/2019,UPS Customer Ctr,Alexandria,VA,Seasonal Helper,40,13.25,1,1,9,0,541860,,,
35237,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/15/2019,8/16/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,8/9/2019,Successful Completion Employed,3/4/2020,,10/8/2019,Allied Universal Security Service,,,OPS - UN: Security Professiona,20,22.92,1,1,9,0,,,,
17697,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/25/2019,7/24/2019,Successful Completion,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,10/24/2019,Successful Completion Employed,7/7/2020,,7/6/2020,Pepco Holdings Inc,Washington,DC,Substation Operations Trainee,40,21.75,1,1,9,0,551112,,,
6074,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),7/1/2019,8/23/2019,Successful Completion,Toni Thomas Associates,Commercial Driver's License Class B,4,7/9/2019,,,,                              ,,,,,,,,,,,,,,
325356,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/13/2019,6/14/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,6/14/2019,Successful Completion Employed,7/15/2019,,6/20/2019,Strittmatter Co,Manassas,VA,Flagger & Time Keeper,40,15,1,1,9,0,999990,,,
66442,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/24/2021,NA,,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,5/26/2021,,,,                              ,,,,,,,,,,,,,,
17748,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/20/2019,6/21/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/21/2019,Successful Completion Employed,7/23/2019,,7/23/2019,ARAMARK Food & Support Svc.,,,Gen Utility Worker,40,15.8,1,1,9,0,,,,
49259,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/15/2019,8/16/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,6/28/2019,,,,                              ,,,,,,,,,,,,,,
194840,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/28/2019,3/29/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/29/2019,Successful Completion Employed,10/13/2019,,10/13/2019,Target Inc,,,Fulfillment Expert,40,14,1,1,9,0,,,,
103684,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/10/2019,9/27/2019,Successful Completion,CC Prep - MLK,Help Desk IT Training,6,9/18/2019,,,,                              ,,,,,,,,,,,,,,
354138,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/21/2019,3/22/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,Successful Completion Employed,2/24/2020,,9/12/2019,Allied Universal Security Services,,,Security Guard,40,20,0,0,9,0,,,,
503608,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),7/15/2019,9/27/2019,Successful Completion,Opportunities Industrialization Center of Washington-OIC/DC,CompTIA A+,5,9/27/2019,,,,                              ,,,,,,,,,,,,,,
70516,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/25/2019,7/26/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,6/21/2019,,,,                              ,,,,,,,,,,,,,,
171821,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/22/2019,3/15/2019,Successful Completion,ITC Technologies LLC,Cisco Certified Network Associate (CCNA),,,Successful Completion Employed,6/11/2019,,6/11/2019,Global Systems Engineering,Alexandria,VA,admin,40,17.5,1,1,9,0,541330,,,
255685,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/1/2019,8/2/2019,Unsuccessful Completion - Failed to Report,The Training Zone of the DMV,OSHA 30,5,7/12/2019,,,,                              ,,,,,,,,,,,,,,
478830,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/28/2019,3/29/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/29/2019,Successful Completion Employed,4/4/2019,,4/4/2019,Hire Quest,Washington,DC,General Laborer,40,15.05,1,1,9,0,,,,
390040,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),10/4/2018,11/12/2018,Unsuccessful Completion - Provider Closed,GRID Alternatives Mid-Atlantic,Solar Works,,,Unknown Status,4/15/2020,,                              ,,,,,,,,,,,,,,
102790,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/13/2019,6/14/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,5/31/2019,Successful Completion Employed,9/25/2019,,9/25/2019,The Calpro Group Inc,Washington,DC,Event Staff,40,15,0,0,9,0,541611,,,
395323,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/15/2019,8/16/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,5/31/2019,,,,                              ,,,,,,,,,,,,,,
421778,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/27/2019,6/28/2019,Unsuccessful Completion - Dropped Out,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/28/2019,,,,                              ,,,,,,,,,,,,,,
463647,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/24/2019,7/24/2019,Successful Completion,DC Department of Fire & Emergency Services,First Aid/CPR/AED Training,5,7/24/2019,Successful Completion Employed,7/29/2019,,7/29/2019,Chipotle Mexican Grill,Alexandria,VA,crew member,40,14,1,1,9,0,722513,,,
465883,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),10/5/2018,3/26/2019,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,12/7/2018,Successful Completion Employed,2/26/2020,,1/2/2019,Terra Smart Solar,Fort Myers,FL,Solar Installer,40,16,1,1,9,0,,,,
793,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/22/2019,3/15/2019,Successful Completion,ITC Technologies LLC,Cisco Certified Network Associate (CCNA),,,Unknown Status,4/15/2020,,                              ,,,,,,,,,,,,,,
182594,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/13/2019,6/14/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,6/7/2019,Successful Completion Employed,8/28/2019,,8/28/2019,Labor Max Staffing,,,Flagger,40,11.5,1,1,9,0,,,,
395323,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/24/2019,8/2/2019,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,5/31/2019,,,,                              ,,,,,,,,,,,,,,
152665,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/13/2019,8/14/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/24/2019,,,,                              ,,,,,,,,,,,,,,
173971,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/24/2019,12/13/2019,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,12/13/2019,,,,                              ,,,,,,,,,,,,,,
130559,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/5/2019,5/24/2019,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,3/8/2019,,,,                              ,,,,,,,,,,,,,,
512168,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/28/2019,8/28/2019,Successful Completion,DC Department of Fire & Emergency Services,First Aid/CPR/AED Training,5,8/14/2019,Successful Completion Employed,11/18/2019,,11/18/2019,Skanska Walsh,,,Laborer,40,43.24,1,1,9,0,,,,
462510,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/27/2019,6/28/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/28/2019,Unknown Status,9/10/2020,,                              ,,,,,,,,,,,,,,
150472,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/3/2019,9/4/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,9/4/2019,,,,                              ,,,,,,,,,,,,,,
509572,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/20/2019,6/21/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/21/2019,,,,                              ,,,,,,,,,,,,,,
426043,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/8/2019,8/9/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,8/9/2019,Cannot Locate,2/24/2020,,                              ,,,,,,,,,,,,,,
480830,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/28/2019,3/29/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/29/2019,,,,                              ,,,,,,,,,,,,,,
415387,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/10/2019,9/27/2019,Unsuccessful Completion - Dropped Out,CC Prep - MLK,Help Desk IT Training,5,5/31/2019,Successful Completion Employed,2/28/2020,,8/14/2019,Pillow Express Delivery Inc,,,Driver/Courier,40,14.88,1,1,9,0,,,,
82984,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/1/2019,8/2/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,7/24/2019,Successful Completion Employed,1/31/2020,,10/2/2019,Prospect Waterproofing Co,Sterling,VA,Mechanic,40,20,1,1,9,0,237110,,,
189553,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/3/2019,9/4/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,9/4/2019,,,,                              ,,,,,,,,,,,,,,
507097,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/13/2019,8/14/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,8/14/2019,Successful Completion Employed,8/30/2019,,8/30/2019,Federal City Recovery Services,Washington,DC,Associate,40,14.5,1,1,9,0,623220,,,
484975,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/28/2019,8/28/2019,Successful Completion,DC Department of Fire & Emergency Services,First Aid/CPR/AED Training,5,8/28/2019,,,,                              ,,,,,,,,,,,,,,
69485,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/24/2021,NA,,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,5/26/2021,,,,                              ,,,,,,,,,,,,,,
511327,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/15/2019,8/16/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,8/9/2019,Successful Completion Employed,12/16/2019,,12/16/2019,Capital Area Food Bank,Washington,DC,Truck Driver with CDL B,40,21.16,1,1,9,0,624210,,,
152665,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/15/2019,8/16/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,7/24/2019,,,,                              ,,,,,,,,,,,,,,
470737,DC Infrastructure Academy,313,Enrolled In State And Local Training,4/4/2019,4/5/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,4/5/2019,,,,                              ,,,,,,,,,,,,,,
273934,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/27/2019,6/28/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/28/2019,,,,                              ,,,,,,,,,,,,,,
512729,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/5/2019,9/6/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,9/4/2019,,,,                              ,,,,,,,,,,,,,,
13269,DC Infrastructure Academy,313,Enrolled In State And Local Training,2/28/2019,3/1/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/1/2019,Unknown Status,6/19/2020,,                              ,,,,,,,,,,,,,,
510266,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/20/2019,6/21/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/21/2019,Unknown Status,9/10/2020,,                              ,,,,,,,,,,,,,,
366056,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/28/2019,3/29/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/29/2019,,,,                              ,,,,,,,,,,,,,,
103799,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/11/2019,7/12/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/12/2019,,,,                              ,,,,,,,,,,,,,,
106794,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/24/2019,8/2/2019,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,8/2/2019,Successful Completion Employed,11/14/2019,,11/14/2019,CADC LLC,,,canvasser,30,15,0,0,9,0,,,,
510282,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/24/2019,9/25/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,9/25/2019,,,,                              ,,,,,,,,,,,,,,
481339,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/23/2019,7/24/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/24/2019,Successful Completion Employed,11/24/2019,,11/24/2019,UPS Customer Ctr,Alexandria,VA,seasonal helper,40,13.25,0,0,9,0,541860,,,
349480,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/11/2019,7/12/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/12/2019,Unknown Status,9/10/2020,,                              ,,,,,,,,,,,,,,
107246,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/7/2019,3/8/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/8/2019,Successful Completion Employed,8/1/2019,,7/11/2019,WDC Solar,Washington,DC,Solar Installer,40,18,0,0,9,0,423720,,,
486648,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/25/2019,7/24/2019,Successful Completion,"Pepco Holdings, Inc.",Pepco Utility Training Class,,,Successful Completion Employed,9/9/2019,,9/9/2019,"Pepco Holdings, Inc.",Washington,DC,Lineman,40,20,1,1,9,0,221122,,,
511581,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/23/2019,7/24/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/24/2019,Successful Completion Employed,12/6/2019,,12/6/2019,UPS,,,Seasonal Helper,40,13.25,1,1,9,0,,,,
250835,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/24/2019,12/13/2019,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,9/20/2019,Successful Completion Employed,5/6/2019,,5/6/2019,"USIC, LLC",Indianapolis,IN,technician,40,14,1,1,9,0,,,,
206252,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/25/2019,7/24/2019,Successful Completion,University of the District of Columbia (UDC),Quick Path to Energy,,,Successful Completion Employed,9/9/2019,,9/9/2019,"Pepco Holdings, Inc.",Washington,DC,Lineman,40,20,1,1,9,0,221122,,,
348710,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/24/2019,9/25/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,9/4/2019,Unknown Status,6/19/2020,,                              ,,,,,,,,,,,,,,
179263,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/27/2019,6/28/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/28/2019,,,,                              ,,,,,,,,,,,,,,
483684,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/30/2019,5/31/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,5/31/2019,,,,                              ,,,,,,,,,,,,,,
3916,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/25/2019,7/24/2019,Successful Completion,University of the District of Columbia (UDC),Quick Path to Energy,,,Successful Completion Employed,1/23/2020,,8/28/2019,Anchor Construction,Washington,DC,Lineman,40,17,1,1,9,0,236115,,,
475228,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/5/2019,5/6/2019,Unsuccessful Completion - Did Not Meet Requirement,GRID Alternatives Mid-Atlantic,Solar Works,,,,,,                              ,,,,,,,,,,,,,,
112663,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/28/2019,8/28/2019,Successful Completion,DC Department of Fire & Emergency Services,First Aid/CPR/AED Training,5,8/14/2019,,,,                              ,,,,,,,,,,,,,,
516262,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/16/2021,NA,,University of the District of Columbia (UDC),Quick Path to Energy,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
429249,DC Infrastructure Academy,313,Enrolled In State And Local Training,1/8/2019,1/8/2019,Status of Completion Unknown,,,,,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
54671,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),4/8/2019,6/28/2019,Successful Completion,CC Prep - MLK,Help Desk IT Training,,,,,,                              ,,,,,,,,,,,,,,
155847,DC Infrastructure Academy,313,Enrolled In State And Local Training,4/4/2019,4/5/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,4/4/2019,Unknown Status,9/8/2020,,                              ,,,,,,,,,,,,,,
176720,DC Infrastructure Academy,313,Enrolled In State And Local Training,4/4/2019,4/5/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,4/4/2019,,,,                              ,,,,,,,,,,,,,,
148856,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/30/2019,5/31/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,5/31/2019,Successful Completion Employed,11/7/2019,,11/7/2019,Williams-Sonoma,Alexandria,VA,Stock Associate,40,14,1,1,9,0,442299,,,
335493,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/13/2019,8/14/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,8/14/2019,Successful Completion Employed,12/17/2019,,12/17/2019,Ceva Freight,,,Warehouseman,40,17.5,0,0,9,0,,,,
417397,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/5/2019,5/24/2019,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,5/24/2019,Successful Completion Employed,8/18/2019,,8/18/2019,ViacomCBS - CBS Network,New York,NY,TECHNICIAN,40,21,1,1,9,0,,,,
482334,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/25/2019,7/24/2019,Successful Completion,University of the District of Columbia (UDC),Quick Path to Energy,,,Successful Completion Employed,9/9/2019,,9/9/2019,"Pepco Holdings, Inc.",Washington,DC,Linemen,40,20,1,1,9,0,221122,,,
509200,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/6/2019,6/7/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/7/2019,,,,                              ,,,,,,,,,,,,,,
306114,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/3/2019,9/4/2019,Unsuccessful Completion - Failed to Report,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,9/6/2019,,,,                              ,,,,,,,,,,,,,,
